Thème,Code,Verbatim,Fichier
1: Confiance et perception de ChatGPT**,4: Facilité et gain de temps,"c'est un peu comme une habitude maintenant — dès que j’ai un doute ou que je dois rédiger quelque chose, je me tourne directement vers l’outil parce que ça va plus vite et c’est plus facile",groupe_6_part_3.txt
1: Confiance et perception de ChatGPT**,5: Différenciation dans l'usage,j'essaie de m'adapter selon le prof et le contexte,groupe_6_part_3.txt
1: Confiance et perception de ChatGPT**,6: Perception de la nécessité,je pense que parfois c’est un peu par flemme ou par confort plus qu’une nécessité réelle,groupe_6_part_3.txt
1: Confiance et perception de ChatGPT**,7: Impact sur la charge de travail,ça me fait gagner du temps et de l’énergie,groupe_6_part_3.txt
1: Confiance et perception de ChatGPT**,8: Rôle de ChatGPT dans la rédaction,derrière c’est toujours moi qui réfléchit et qui dirige mon devoir,groupe_6_part_3.txt
1: Confiance et perception de ChatGPT**,9: Équilibre entre usage et originalité,c'est jamais purement et bêtement du copié-collé,groupe_6_part_3.txt
1: Confiance et perception de ChatGPT**,10: Autonomie dans l'usage,"j'avoue, j'essaie de m'adapter",groupe_6_part_3.txt
2: Usage de ChatGPT pour l'apprentissage et la rédaction**,1: Structuration des idées,Je l’utilise principalement pour structurer mes idées,groupe_6_part_3.txt
2: Usage de ChatGPT pour l'apprentissage et la rédaction**,2: Reformulation de passages,reformuler certains passages de mes écrits,groupe_6_part_3.txt
2: Usage de ChatGPT pour l'apprentissage et la rédaction**,3: Vérification de la compréhension,vérifier ma compréhension d’un auteur ou d’une théorie,groupe_6_part_3.txt
2: Usage de ChatGPT pour l'apprentissage et la rédaction**,4: Rédaction de mails professionnels,Je l’utilise aussi pour m’aider à rédiger des mails pro,groupe_6_part_3.txt
2: Usage de ChatGPT pour l'apprentissage et la rédaction**,5: Limite de l'utilisation de ChatGPT,je l’utilise rarement pour rédiger directement mes travaux,groupe_6_part_3.txt
2: Usage de ChatGPT pour l'apprentissage et la rédaction**,6: Utilisation pour clarification,pour clarifier certains passages hyper théoriques,groupe_6_part_3.txt
2: Usage de ChatGPT pour l'apprentissage et la rédaction**,7: Ouverture à d'autres perspectives,pour avoir un autre point de vue quand je me sentais bloquée dans une seule manière de penser,groupe_6_part_3.txt
2: Usage de ChatGPT pour l'apprentissage et la rédaction**,8: Effet sur la créativité,pour avoir une sorte d’avis extérieur et avoir d’autres pistes qui pourraient me débloquer,groupe_6_part_3.txt
2: Usage de ChatGPT pour l'apprentissage et la rédaction**,9: Équilibre entre usage et développement personnel,j'essaie de m'adapter,groupe_6_part_3.txt
2: Usage de ChatGPT pour l'apprentissage et la rédaction**,10: Réflexion sur l'usage optimal,est-ce que ce gain de temps justement n'est pas parfois un obstacle à ton apprentissage ?,groupe_6_part_3.txt
3: Questions éthiques et dilemmes moraux**,1: Problématique de la citation,est-ce qu’il faudrait penser à le citer quand on utilise l’IA,groupe_6_part_3.txt
3: Questions éthiques et dilemmes moraux**,2: Perception de la propriété intellectuelle,"quand tu rends un travail fait avec, c’est pas toi qui l’a fait",groupe_6_part_3.txt
3: Questions éthiques et dilemmes moraux**,3: Différenciation dans l'usage éthique,"si tu l’utilises juste pour reformuler tes idées ou pour te débloquer, c’est juste un outil comme un autre",groupe_6_part_3.txt
3: Questions éthiques et dilemmes moraux**,4: Perception de la nécessité de citation,je ne verrai pas vraiment l’intérêt de le citer,groupe_6_part_3.txt
3: Questions éthiques et dilemmes moraux**,5: Usage et intention,"si tu commences à intégrer directement des parties de texte généré par l’IA dans ton travail sans rien toucher, bon c’est un peu différent",groupe_6_part_3.txt
3: Questions éthiques et dilemmes moraux**,6: Responsabilité de l'utilisateur,"en tant qu’étudiante, c’est pas à moi de trancher la question",groupe_6_part_3.txt
3: Questions éthiques et dilemmes moraux**,7: Perception de la règle,"du temps qu’on me dise pas explicitement que je dois le faire, je vais pas chercher à me tirer une balle dans le pied",groupe_6_part_3.txt
3: Questions éthiques et dilemmes moraux**,8: Éthique et autonomie,c’est intéressant,groupe_6_part_3.txt
3: Questions éthiques et dilemmes moraux**,9: Équilibre entre utilisation et principes,"Après là j’en fais des caisses, je suis pas là à me morfondre après l’avoir utilisé mais y’a un peu de ça en vrai",groupe_6_part_3.txt
3: Questions éthiques et dilemmes moraux**,10: Honnêteté intellectuelle,Y’a un premier dilemme qui est celui de l’honnêteté intellectuelle de présenter un travail qui n’est pas vraiment le tiens,groupe_6_part_3.txt
4: Impact sur l'apprentissage et le développement des compétences**,1: Perception de l'impact sur l'apprentissage,je sens que c’est choisir la solution de facilité,groupe_6_part_3.txt
4: Impact sur l'apprentissage et le développement des compétences**,2: Risque de dépendance,c’est vraiment pas se faire un cadeau de dépendre autant de ChatGPT,groupe_6_part_3.txt
4: Impact sur l'apprentissage et le développement des compétences**,3: Évolution technologique et norme,"quoi qu’on en pense et qu’on le veuille ou non, ça va devenir la norme d’utiliser ChatGPT",groupe_6_part_3.txt
4: Impact sur l'apprentissage et le développement des compétences**,4: Impact sur la compétence,"demain, il disparaît, comment tu fais ?",groupe_6_part_3.txt
4: Impact sur l'apprentissage et le développement des compétences**,5: Perception de l'usage dans le futur,même au taf,groupe_6_part_3.txt
4: Impact sur l'apprentissage et le développement des compétences**,6: Valeur de l'expérience d'apprentissage,"le fait de passer du temps sur un exercice, de chercher à comprendre, à rater, à réessayer, etc, c’est ce qui permet de faire apprendre quelque chose",groupe_6_part_3.txt
4: Impact sur l'apprentissage et le développement des compétences**,7: Perception de la facilité,c'est la solution de facilité,groupe_6_part_3.txt
4: Impact sur l'apprentissage et le développement des compétences**,10: Impact sur la dynamique de classe,"ça crée une sorte de dilemme entre ceux qui se disent « vas-y, profite, c'est l'ère du digital » et ceux qui restent sur du travail à l'ancienne",groupe_6_part_3.txt
5: Intégration de ChatGPT dans le milieu académique**,1: Formation à l'utilisation critique,Il faudrait que les universités organisent des ateliers ou des formations pour nous montrer comment utiliser ChatGPT de manière critique,groupe_6_part_3.txt
5: Intégration de ChatGPT dans le milieu académique**,2: Utilisation responsable,"On pourrait apprendre à recouper ses réponses, à vérifier les sources",groupe_6_part_3.txt
5: Intégration de ChatGPT dans le milieu académique**,3: Changement de paradigme,Et surtout à l’utiliser comme un outil d’aide plutôt que comme une béquille qui fait tout le taf à notre place,groupe_6_part_3.txt
5: Intégration de ChatGPT dans le milieu académique**,4: Cadrage de l'utilisation,"Je pense que ça donnerait un cadre plus clair sur l’utilisation de l’IA, sur ce qui est toléré, ce qui ne l’est pas",groupe_6_part_3.txt
5: Intégration de ChatGPT dans le milieu académique**,5: Acceptation de l'IA dans l'apprentissage,Ça serait tellement dommage de juste nous interdire de l’utiliser,groupe_6_part_3.txt
5: Intégration de ChatGPT dans le milieu académique**,6: Liberté de choix,Et à l’inverse ça serait aussi super mauvais de laisser les élèves livrés à eux-mêmes avec les IA,groupe_6_part_3.txt
5: Intégration de ChatGPT dans le milieu académique**,7: Éducation à l'usage de l'IA,"Quitte à ce que vous l'utilisez, on va vous dire comment faire",groupe_6_part_3.txt
5: Intégration de ChatGPT dans le milieu académique**,8: Préparation à l'avenir,Ça va prendre une énorme place dans l’apprentissage,groupe_6_part_3.txt
5: Intégration de ChatGPT dans le milieu académique**,9: Responsabilité des institutions,Les universités doivent prendre en compte cette nouvelle réalité,groupe_6_part_3.txt
5: Intégration de ChatGPT dans le milieu académique**,10: Collaboration entre étudiants et institutions,On va vous dire comment faire,groupe_6_part_3.txt
