Thème,Code,Verbatim,Fichier
1: Utilisation de ChatGPT dans l'apprentissage et l'enseignement**,3: Intégration de ChatGPT dans l'enseignement,"Je demande à ce que ChatGPT, tu pourrais m’expliquer de manière un peu plus simple qu'est-ce que l'auteur, là, il veut dire.",groupe_3_part_5.txt
1: Utilisation de ChatGPT dans l'apprentissage et l'enseignement**,4: Évaluation de l'efficacité de ChatGPT,dans 90% des cas j'ai des réponses satisfaisantes,groupe_3_part_5.txt
1: Utilisation de ChatGPT dans l'apprentissage et l'enseignement**,5: Limites de ChatGPT,"il y a eu ce cas-là par rapport à ces épisodes de Star Trek où en fait, ChatGPT ne savait vraiment pas",groupe_3_part_5.txt
2: Perception de ChatGPT et ses implications éthiques**,1: Perception de ChatGPT comme outil d'assistance,"on a des réponses plus ou moins immédiates, ce qu'on ne pourrait pas avoir avec un être humain",groupe_3_part_5.txt
2: Perception de ChatGPT et ses implications éthiques**,2: Risques de dépendance à ChatGPT,une personne qui aura trop pris l'habitude de rédiger avec ChatGPT va retrouver ce problème tôt ou tard,groupe_3_part_5.txt
2: Perception de ChatGPT et ses implications éthiques**,3: Problèmes éthiques liés au copyright et à la propriété intellectuelle,"ces sources-là ont été utilisées pour fournir justement... Ouais, pour nourrir la franchise ChatGPT quoi, et que ça, ça a un peu créé des soucis.",groupe_3_part_5.txt
2: Perception de ChatGPT et ses implications éthiques**,4: Impact de ChatGPT sur la démocratie et la vie privée,"l'utilisation de ces outils pour générer des vidéos, des photos, par exemple de politiciens qui sont en train de faire ou en train de dire des choses que peut-être ils n'ont jamais dit ou fait",groupe_3_part_5.txt
2: Perception de ChatGPT et ses implications éthiques**,5: Solutions pour une utilisation responsable de ChatGPT,de définir une sorte de limite proportionnelle de texte qui peut être généré par de l'IA,groupe_3_part_5.txt
3: Utilisation de ChatGPT dans le travail et les études**,1: Utilisation de ChatGPT pour améliorer les tâches,"J'ai essayé ensuite de reformuler pour avoir un peu plus de variété, un peu plus de... Ouais, avoir plus d'éléments intéressants, disons, pour les étudiants.",groupe_3_part_5.txt
3: Utilisation de ChatGPT dans le travail et les études**,2: Avantages compétitifs de ChatGPT,"Justement, je pense peut-être en accomplissant certaines tâches de manière un peu plus rapide",groupe_3_part_5.txt
3: Utilisation de ChatGPT dans le travail et les études**,3: Utilisation de ChatGPT pour la rédaction,"pour celles et ceux qui l'utilisent carrément pour la rédaction, c'est sûr que c'est un gain de temps énorme",groupe_3_part_5.txt
3: Utilisation de ChatGPT dans le travail et les études**,4: Perception de la légitimité de l'utilisation de ChatGPT,Comment est-ce que tu perçois le fait d'utiliser ChatGPT pour des travaux universitaires ? Est-ce que tu trouves que l'utilisation est... Quand est-ce que l'utilisation est légitime en fait ?,groupe_3_part_5.txt
3: Utilisation de ChatGPT dans le travail et les études**,5: Compétences nécessaires pour l'utilisation efficace de ChatGPT,"Poser la bonne question, c'est déjà un art en soi qu'il faut un peu maîtriser.",groupe_3_part_5.txt
4: Attitudes et perceptions envers ChatGPT**,1: Perception positive de ChatGPT,"J'ai envie de dire que la technologie en soi, j'ai un rapport plutôt positif avec.",groupe_3_part_5.txt
4: Attitudes et perceptions envers ChatGPT**,2: Critiques envers ChatGPT,ceux qui sont visiblement le plus critiques par rapport à la technologie en général,groupe_3_part_5.txt
4: Attitudes et perceptions envers ChatGPT**,3: Influence de ChatGPT sur l'organisation du temps,gagner du temps,groupe_3_part_5.txt
4: Attitudes et perceptions envers ChatGPT**,4: Évaluation de l'impact de ChatGPT sur la qualité du travail,Mais tu ne comptes pas dessus pour améliorer la qualité de ton travail ?,groupe_3_part_5.txt
4: Attitudes et perceptions envers ChatGPT**,5: Perception de la version payante de ChatGPT,Je trouvais que ça n'en valait pas la peine. En tout cas pour l'instant.,groupe_3_part_5.txt
1: Utilisation et perception de ChatGPT**,1: Utilisation efficace,je l'utilise pour des tâches quand même assez précises,groupe_3_part_6.txt
1: Utilisation et perception de ChatGPT**,2: Interaction avec ChatGPT,je vais un petit peu le parler comme un enfant,groupe_3_part_6.txt
1: Utilisation et perception de ChatGPT**,3: Perception de ChatGPT,"tu sens que c'est pas humain, tu sens qu'il n'y a pas une réflexion originale",groupe_3_part_6.txt
1: Utilisation et perception de ChatGPT**,4: Utilité de ChatGPT,ça va beaucoup plus vite avec ChatGPT,groupe_3_part_6.txt
1: Utilisation et perception de ChatGPT**,5: Satisfaction,la qualité des réponses la plupart du temps t’es assez contente,groupe_3_part_6.txt
2: Impact sur les pratiques académiques**,1: Adaptation aux nouvelles technologies,Je pense que c'est comme quand Internet s'est développé,groupe_3_part_6.txt
2: Impact sur les pratiques académiques**,2: Impact sur la qualité du travail,Finalement peut-être que la qualité du travail est meilleure après,groupe_3_part_6.txt
2: Impact sur les pratiques académiques**,3: Utilisation pour les tâches administratives,"on utilise toutes et tous ChatGPT pour la même raison, pour gagner du temps",groupe_3_part_6.txt
2: Impact sur les pratiques académiques**,4: Concentration sur l'analyse,"tu gagnes du temps à peut-être te concentrer, à réfléchir, à approfondir ton analyse",groupe_3_part_6.txt
2: Impact sur les pratiques académiques**,5: Amélioration potentielle de la qualité du travail,ça te permet aussi de faire un meilleur travail,groupe_3_part_6.txt
3: Intégrité et éthique**,1: Sentiment d'intégrité,inconsciemment dans ma tête c'est un peu de la triche,groupe_3_part_6.txt
3: Intégrité et éthique**,2: Perception du travail,"C'est comme une aide un peu folle, tu vois",groupe_3_part_6.txt
3: Intégrité et éthique**,3: Comparaison avec l'aide humaine,quand ma mère me reformulait tous mes paragraphes et qu'elle me réalisait tout,groupe_3_part_6.txt
3: Intégrité et éthique**,4: Différence de perception entre l'aide humaine et ChatGPT,"Alors que techniquement, c'est le même type d'aide dont j'ai bénéficié, quoi",groupe_3_part_6.txt
3: Intégrité et éthique**,5: Légitimité des diplômes universitaires,"Si on le rend visible à l'oeil du public, est-ce que tu crois que les diplômes universitaires perdraient de légitimité ?",groupe_3_part_6.txt
4: Réglementation et légitimité**,1: Visibilité de l'utilisation de ChatGPT,"si on réglemente plus l'utilisation ou qu'on la rend visible, je pense que ça cassera cette vision que ce n'est pas 100% notre travail",groupe_3_part_6.txt
4: Réglementation et légitimité**,2: Perception actuelle de l'utilisation de ChatGPT,J'ai l'impression que c'est encore un peu un truc d'étudiant,groupe_3_part_6.txt
4: Réglementation et légitimité**,3: Adaptation des critères d'évaluation,les enseignants vont juste adapter leurs critères d'évaluation,groupe_3_part_6.txt
4: Réglementation et légitimité**,4: Futur de l'évaluation académique,"Faire plus d'examens, par exemple",groupe_3_part_6.txt
4: Réglementation et légitimité**,5: Uniformisation de l'usage,on utilise toutes et tous ChatGPT pour la même raison,groupe_3_part_6.txt
5: Expérience et émotions**,1: Gêne et confort avec ChatGPT,j'ai moins de gêne de demander à ChatGPT,groupe_3_part_6.txt
5: Expérience et émotions**,2: Interaction avec ChatGPT et formulation des requêtes,"je dis en fonction de la donnée, « est-ce que tu peux faire ci, ça, ça ? »",groupe_3_part_6.txt
5: Expérience et émotions**,3: Procrastination et stress,je pense que la procrastination elle reste parce que du coup je vais procrastiner sur d'autres choses aussi à côté,groupe_3_part_6.txt
5: Expérience et émotions**,4: Sentiment d'isolement,je ne suis pas toute seule dans mon travail,groupe_3_part_6.txt
5: Expérience et émotions**,5: Réconfort,ça m'a fait du bien au premier degré alors que c'est une technologie quoi,groupe_3_part_6.txt
